5425	514	Белые росы	Московская область	Московская область, Котельники, Сосновая улица
5426	515	Well House на Ленинском	Москва	Москва, Ленинский проспект, 111
5427	516	Жуковка 61	Московская область	Московская область, Одинцовский район, сельское поселение Барвихинское, деревня Жуковка, 61
5430	517	ЛИЦА	Москва	Москва, улица Авиаконструктора Сухого, 2к2
5455	518	Кленовый DOM	Москва	Москва, Пречистенская набережная, 5
5487	519	Вершинино	Москва	Москва, Электролитный проезд, 16к1
5488	520	Альбатрос	Москва	Москва, улица Твардовского, 12
5489	521	Фили Град	Москва	Москва, Заречная улица
5494	522	Борисоглебское	Москва	Москва, поселение Новофёдоровское, деревня Зверево, Десятинная улица
5495	523	Водный	Москва	Москва, жилой квартал Водный
5496	524	Микрорайон Немчиновка	Московская область	Московская область, Одинцовский район, село Немчиновка, улица Связистов
5497	525	Валь д`Эмероль	Московская область	Московская область, Одинцовский городской округ, деревня Солманово, территория МЖК Изумрудная Долина, Лазурная улица
5499	526	Центр-2	Московская область	Московская область, Балашиха, Железнодорожный, улица Струве
5500	527	ДОМодедово Парк	Московская область	Московская область, городской округ Домодедово, село Домодедово, улица Творчества
5502	528	Берёзки	Московская область	Московская область, Солнечногорский район, деревня Жуково, жилой комплекс Берёзки
5513	529	Западное Кунцево	Московская область	Московская область, Одинцовский район, село Ромашково, Никольская улица
5522	530	Одинбург	Московская область	Московская область, Одинцово, Северная улица
5523	531	Новое Пушкино	Московская область	Московская область, Пушкино, улица Просвещения
5534	532	UP-квартал Новое Тушино	Московская область	Московская область, городской округ Красногорск, деревня Путилково, Новотушинская улица
5535	533	ВТБ Арена парк	Москва	Москва, Ленинградский проспект
5546	534	Loft River	Москва	Москва, Летная улица, 99
5547	535	BERZARINA 12	Москва	Москва, улица Берзарина, 12
5548	536	ApartVille Fitness & Spa	Москва	Москва, Дмитровское шоссе, 81
5549	537	Дом 1	Московская область	Московская область, Жуковский, улица Лацкова, 1
5559	538	Отрада (1 очередь)	Московская область	Московская область, городской округ Красногорск, поселок Отрадное
5571	539	Академический	Московская область	Московская область, Люберцы, Инициативная улица, 13
5576	540	Солнечная система	Московская область	Московская область, Химки, улица Германа Титова
5577	541	Лобачевский	Москва	Москва, улица Лобачевского
5589	542	по ул. Евстафьева, д. 1/9 (мкр. 28)	Московская область	Московская область, Балашиха, улица Евстафьева
5590	543	Балашиха, ул. Шоссе Энтузиастов, д. 5Б	Московская область	Московская область, Балашиха, шоссе Энтузиастов, 5Б
5600	544	Раменское, Микрорайон №5	Московская область	Московская область, Раменское, улица Чугунова
5609	545	Финский	Московская область	Московская область, Щёлково, микрорайон Финский
5631	546	Эталон-Сити	Москва	Москва, Старокрымская улица
5640	547	Южное Видное	Московская область	Московская область, Ленинский район, Видное, Берёзовая улица
5641	548	Лайнер	Москва	Москва, Ходынский бульвар
5683	549	Менделеев	Московская область	Московская область, Химки, Молодёжная улица, 78
5684	550	Внуково Парк	Москва	Москва, поселение Марушкинское, деревня Марушкино, Агрохимическая улица
5686	551	Микрорайон Лобня Сити	Московская область	Московская область, Лобня, улица Борисова
5687	552	Лидер Парк	Московская область	Московская область, Мытищи, шоссе Волковское
5693	553	Ново-Никольское	Москва	Москва, поселение Первомайское
5783	554	Подсолнухи	Москва	Москва, улица Твардовского, 2к4
5787	555	Донской Олимп	Москва	Москва, улица Серпуховский Вал
5788	556	Левитан	Московская область	Московская область, Красногорск, Советская улица, 1
5789	557	Радужный	Московская область	Московская область, Ленинский район, Видное, Битцевский проезд
5792	558	Новое Бутово	Москва	Москва, Чечерский проезд
5793	559	Белый парк	Москва	Москва, Беломорская улица, 18Ак2
5794	560	Новые Ватутинки. Микрорайон Центральный	Москва	Москва, поселение Десёновское, 2-я Нововатутинская улица
5795	561	Марьино Град	Москва	Москва, поселение Филимонковское, жилой комплекс Марьино Град
5799	562	Форт Сколково	Московская область	Московская область, Одинцовский район, рабочий посёлок Заречье, Каштановая улица, 1
5802	563	Западная Долина	Москва	Москва, поселение Марушкинское, деревня Большое Свинорье, коттеджный поселок Западная Долина
5804	564	Квартал 9-18	Московская область	Московская область, Мытищи, Летная улица
5805	565	Малина	Московская область	Московская область, городской округ Красногорск, рабочий посёлок Нахабино, Покровская улица
5808	566	улица Трудовая	Московская область	Московская область, Мытищи, Трудовая улица, 22
5809	567	RedSide	Москва	Москва, улица Сергея Макеева, 9
5810	568	Дом в Лавровом переулке	Москва	Москва, Лавров переулок, 8с1
5812	569	Малая Истра	Московская область	Московская область, городской округ Истра, деревня Высоково, микрорайон Малая Истра
5813	570	Проспект Красной Армии 251а	Московская область	Московская область, Сергиев Посад, проспект Красной Армии, 251А
5814	571	На Первомайской	Московская область	Московская область, Пушкино, Первомайская улица, 3А
5815	572	Набережная 2А	Московская область	Московская область, Пушкино, Набережная улица
5816	573	Чайковского 20	Московская область	Московская область, Сергиев Посад, улица Чайковского
5817	574	Зодиак	Москва	Москва, Сосновая аллея, 1
5818	575	Эко Видное	Московская область	Московская область, Ленинский район, деревня Сапроново, микрорайон Эко Видное
5820	576	Лужники Хаус	Москва	Москва, улица Хамовнический Вал, 36
5821	577	Экодолье Шолохово	Московская область	Московская область, городской округ Мытищи, деревня Шолохово, улица Экодолье
5822	578	МФК IQ-квартал	Москва	Москва, Пресненская набережная, 11
5824	579	Клубный дом на Смоленском бульваре	Москва	Москва, Смоленский бульвар, 24к3
5825	580	Проспект Красной Армии 247	Московская область	Московская область, Сергиев Посад, проспект Красной Армии
5826	581	Проспект Красной Армии 253а	Московская область	Московская область, Сергиев Посад, проспект Красной Армии
5827	582	Даниловская мануфактура	Москва	Москва, Варшавское шоссе, 9С1
5829	583	На ул. Дубки (Мкр. Юго-Восточный)	Московская область	Московская область, Наро-Фоминский городской округ, Апрелевка, улица Дубки
5830	584	Валентиновка парк	Московская область	Московская область, Королев, улица Горького, 79
5831	585	Клубный дом Печатников	Москва	Москва, переулок Печатников, 3С1
5832	586	Азовский-2	Москва	Москва, Азовская улица, 24К2
5835	587	Серебрянка	Московская область	Московская область, Пушкино, микрорайон Серебрянка, 48
5838	588	Бутовские аллеи	Москва	Москва, посёлок Коммунарка, улица Потаповская Роща
5839	589	Видный	Московская область	Московская область, Ленинский район, Видное, территория жилой комплекс Видный, Белокаменное шоссе, 5
5841	590	Мкр. 8 Юбилейный пр-т	Московская область	Московская область, Реутов, Юбилейный проспект
5842	591	Восточное Бутово	Московская область	Московская область, Ленинский район, деревня Боброво, Лесная улица
5843	592	Рождественский	Московская область	Московская область, Мытищи, Рождественская улица
5845	593	Шатер	Москва	Москва, Верхняя Красносельская улица, 19с2
5846	594	Щербинка, ул. Садовая	Москва	Москва, Щербинка, Садовая улица, 9
5847	595	Заречный	Московская область	Московская область, городской округ Люберцы, деревня Марусино, Заречная улица
5866	596	на ул. Стрелковая	Московская область	Московская область, Мытищинский район, Мытищи городской округ, Мытищи, ул. Стрелковая
5867	597	Ильинская Слобода	Московская область	Московская область, Раменский район, посёлок городского типа Ильинский, улица Наты Бабушкиной
5868	598	Бутово парк	Московская область	Московская область, Ленинский район, сельское поселение Булатниковское, деревня Бутово, жилой комплекс Бутово Парк
5869	599	Заречная 4	Московская область	Московская область, Щёлково, Заречная улица, 8к2
5870	600	Южное Кучино 2	Московская область	Московская область, город Железнодорожный, Речная улица
5871	601	Мкр. 9А	Московская область	Московская область, Реутов, Юбилейный проспект
5872	602	Победы 15	Московская область	Московская область, Реутов, улица Победы
5873	603	Лесная 11	Московская область	Московская область, Реутов, Лесная улица
5874	604	Реутов, ул. Победы, д.28	Московская область	Московская область, Реутов, улица Победы, 28
5875	605	Катюшки 2	Московская область	Московская область, Лобня, улица Юности
5876	606	Мосфильмовская	Москва	Москва, Мосфильмовская улица, 74Б
5877	607	Новомосковский	Москва	Москва, Щербинка, Овражная улица
5880	608	Дом на ул. Чайковского	Московская область	Московская область, Лобня, улица Чайковского, 25
5881	609	На ул. Бориса Жигуленкова	Москва	Москва, улица Бориса Жигуленкова
5882	610	Щитниково Янтарный	Московская область	Московская область, Балашиха, микрорайон Янтарный
5883	611	Микрорайон «1 Мая»	Московская область	Московская область, Балашиха, микрорайон 1 Мая
5884	612	На ул. Лечебная	Москва	Москва, Лечебная улица
5885	613	На Юбилейной	Московская область	Московская область, Железнодорожный, Юбилейная улица
5886	614	Северное Кучино	Московская область	Московская область, Балашиха, микрорайон Кучино, улица Лесные Поляны
5887	615	Южное Кучино	Московская область	Московская область, Балашиха, микрорайон Кучино, Речная улица
5888	616	Дом на Пролетарском проспекте	Московская область	Московская область, Щёлково, Пролетарский проспект
5889	617	Юбилейный	Московская область	Московская область, Химки, улица Горшина, 10
5892	618	Утесов	Москва	Москва, Карамышевская набережная, к2
5894	619	Barrin House	Москва	Москва, Малая Пироговская улица
5895	620	Сердце Столицы	Москва	Москва, улица Шеногина
5896	621	Две башни	Москва	Москва, улица Маршала Бирюзова, 32К1
5899	622	Парковый	Московская область	Московская область, Подольск, улица Ульяновых, 31
5900	623	Филипповский	Москва	Москва, Филипповский переулок, 8с1
5901	624	Маршала Бирюзова, 31-33	Москва	Москва, улица Маршала Конева, 14
5902	625	Южная долина	Московская область	Московская область, Ленинский район, поселок Мещерино, микрорайон Южные Горки
5904	626	Маршала Василевского	Москва	Москва, улица Маршала Василевского, 13К3
5905	627	Новая звезда	Москва	Москва, улица Расплетина, 14
5906	628	Маршала Новикова, 12	Москва	Москва, улица Маршала Новикова, 12
5909	629	Тепличный переулок, 4	Москва	Москва, Тепличный переулок, 4
5910	630	Ирины Левченко, 1	Москва	Москва, улица Ирины Левченко, 1
5911	631	Авиационная, 59-63	Москва	Москва, Авиационная улица, 59
5913	632	Авиационная, 66	Москва	Москва, Авиационная улица, 66
5914	633	Маршала Соколовского, 1	Москва	Москва, улица Маршала Соколовского, 1
5915	634	Новое Медведково	Московская область	Московская область, Мытищи, проспект Астрахова
5916	635	Павшино-БЭСТ	Московская область	Московская область, Красногорск, микрорайон Павшинская Пойма, улица имени Головкина
5918	636	Московские водники	Московская область	Московская область, Долгопрудный, Набережная улица
5919	637	Крылатский	Москва	Москва, Рублёвское шоссе
5920	638	Зелёная роща	Московская область	Московская область, Ивантеевка, Санаторная улица, 1к1
5921	639	Прибрежный	Московская область	Московская область, Красногорск, Красногорский бульвар
5924	640	Ривьера Парк	Московская область	Московская область, Подольск, Парковая улица, 3
5925	641	БЭСТ-квартиры в Северном Бутово	Москва	Москва, Старокачаловская улица
5926	642	БЭСТ-квартиры в Новопеределкино	Москва	Москва, улица Скульптора Мухиной, 1
5928	643	Дом на Зеленой	Московская область	Московская область, Люберцы, Новая улица, 9
5931	644	Театральный Дом	Москва	Москва, Поварская улица
5932	645	Рациональ	Московская область	Московская область, Реутов, улица Головашкина
5934	646	Мкр. Западный	Московская область	Московская область, Домодедово, улица Текстильщиков
5946	647	Vesna	Московская область	Московская область, Наро-Фоминский район, Апрелевка, Ясная улица
5949	648	Ньютон	Московская область	Московская область, Мытищи, улица Рождественская, 11
5950	649	Парк Рублево	Московская область	Московская область, городской округ Красногорск, жилой комплекс Парк Рублёво, улица Согласия
5968	650	Павловский квартал	Московская область	Московская область, городской округ Истра, деревня Лобаново, жилой комплекс Павловский квартал, Новая улица
5969	651	Павлово	Московская область	Московская область, городской округ Истра, деревня Веледниково, коттеджный поселок Павлово
5991	652	Жемчужина Виктории	Московская область	Московская область, Балашиха, проспект Ленина
5992	653	Панорама Сколково	Московская область	Московская область, Одинцовский район, рабочий посёлок Новоивановское, улица Агрохимиков, 15А
6004	654	Кронбург	Москва	Москва, поселение Воскресенское, деревня Губкино, коттеджный поселок Кронбург
6007	655	Фестиваль	Москва	Москва, поселение Сосенское, коттеджный посёлок Фестиваль
6008	656	Николино	Москва	Москва, поселение Сосенское, Николо-Хованская улица
6011	657	Белый Город	Московская область	Московская область, Солнечногорский район, деревня Николо-Черкизово, микрорайон Белый Город
6013	658	Приволье	Москва	Москва, Привольная улица, 56
6019	659	Некрасовский	Московская область	Московская область, городской округ Мытищи, посёлок Трудовая, Шоссейная улица
6027	660	Молодежный (Красногорск)	Московская область	Московская область, Красногорск, Молодёжная улица
6033	661	Центр+ (Центр плюс)	Московская область	Московская область, Балашиха, Железнодорожный, Автозаводская улица
6036	662	Супонево	Московская область	Московская область, Звенигород, микрорайон Супонево
6048	663	Гелиос	Московская область	Московская область, Химки, улица Академика Грушина, 4
6076	664	Леоновский парк	Московская область	Московская область, Балашиха, микрорайон Кучино, улица Соловьева
6111	665	Декарт	Московская область	Московская область, Мытищи, улица Колпакова, 41
6113	666	Мелодия леса	Московская область	Московская область, Солнечногорский район, д. Голубое, улица Родниковая
6114	667	Лесной дом	Москва	Москва, Новолесная улица, 4
6116	668	Маяк	Московская область	Московская область, Химки, улица Кудрявцева
6117	669	Яуза Парк	Москва	Москва, Краснобогатырская улица, 24
6118	670	Домодедовский	Московская область	Московская область, Домодедово, улица Курыжова
6126	671	Зелёная Линия	Москва	Москва, посёлок Коммунарка, Александры монаховой
6127	672	Москва А101	Москва	Москва, посёлок Коммунарка, улица Липовый Парк
6130	673	Люберцы 2015	Московская область	Московская область, Люберцы, Вертолётная улица
6134	674	Наследие	Москва	Москва, Краснобогатырская улица
6135	675	Ёлкино	Московская область	Московская область, Солнечногорский район, деревня Елино
6139	676	Кристалл	Москва	Москва, Смольная улица, 49
6145	677	Апарт-отель YE’S	Москва	Москва, Митинская улица, дом 16
6151	678	Виват Чехов	Московская область	Московская область, Чехов, Лопасненская улица
6152	679	Альфа Центавра	Московская область	Московская область, Химки, 9 Мая улица
6159	680	Центральный	Московская область	Московская область, Железнодорожный, улица Маяковского
6176	681	Сходня Парк	Московская область	Московская область, Химки, Первомайская улица
6178	682	Ривер Парк	Москва	Москва, Корабельная улица
6179	683	Рублевские Огни	Москва	Москва, Рублёвское шоссе, 107
6180	684	Люберецкий	Московская область	Московская область, Люберцы, улица Гоголя
6181	685	Пролетарский проспект 12	Московская область	Московская область, Щелково, Пролетарский проспект, 12
6182	686	Штаб-Квартира	Московская область	Московская область, Балашиха, микрорайон 1 Мая, 27
6183	687	На ул. Юбилейная	Московская область	Московская область, Железнодорожный, Юбилейная улица
6185	688	Люмьер	Москва	Москва, 1-й Самотёчный переулок, вл17Б
6186	689	Молодежный (Голицыно)	Московская область	Московская область, Одинцовский район, Голицыно, бульвар Генерала Ремезова, 10
6188	690	Русский модерн	Москва	Москва, Гоголевский бульвар, 29
6190	691	Квартал апартаментов Искра-Парк	Москва	Москва, Ленинградский проспект
6191	692	Изумрудная долина III	Москва	Москва, Рублевское шоссе, 111
6192	693	Изумрудная долина I	Москва	Москва, Ельнинская улица, 15к3
6193	694	Изумрудная долина II	Москва	Москва, Ярцевская улица, 27А
6195	695	Crystal-House	Москва	Москва, переулок Коробейников, 1
6196	696	Коппер Хаус	Москва	Москва, Бутиковский переулок
6197	697	Молочный 1	Москва	Москва, Молочный переулок, 1
6198	698	Зачатьевский 19-21	Москва	Москва, Хамовники
6199	699	Ивакино-Покровское	Московская область	Московская область, Химки, микрорайон Клязьма-Старбеево, квартал Международный, квартал Ивакино-Покровское
6201	700	Квартал А101	Москва	Москва, посёлок Коммунарка, Ясная улица
6203	701	Резиденции Композиторов (AFI Residence Павелецкая)	Москва	Москва, Павелецкая набережная
6204	702	Чехова, корп. 16	Московская область	Московская область, Богородский городской округ, Старая Купавна, улица Чехова
6205	703	Одинцово, мкр. 8	Московская область	Московская область, Одинцово, 8-й микрорайон
6207	704	Мытищи, мкр. 24	Московская область	Московская область, Мытищи, Олимпийский проспект
6208	705	Зюзино, кв-л 36	Москва	Москва, Симферопольский бульвар
6210	706	Балаклавский просп., к.2 АБВ	Москва	Москва, Балаклавский проспект, 2А
6213	707	Балашиха, мкр. 22	Московская область	Московская область, Балашиха, 22-й микрорайон
6214	708	Ольгино, корп. 13	Московская область	Московская область, Балашиха, микрорайон Ольгино, улица Ляхова, 3
6215	709	Балашиха, мкр. 25	Московская область	Московская область, Балашиха, Московский проезд
6216	710	Губернский	Московская область	Московская область, Чехов, микрорайон Губернский
6217	711	Южный	Московская область	Московская область, Красноармейск, улица Морозова
6219	712	Первомайский	Московская область	Московская область, Павловский Посад, 1 Мая улица
6223	713	Life-Митинская Ecopark	Москва	Москва, жилой комплекс Лайф Митинская Экопарк
6225	714	ART	Московская область	Московская область, Красногорск, Авангардная улица
6227	715	Barkli Residence	Москва	Москва, улица Орджоникидзе, 1
6228	716	Barkli Virgin House	Москва	Москва, 1-й Зачатьевский переулок
6229	717	Особняк в Хилковом переулке	Москва	Москва, переулок Хилков, 5
6230	718	Особняк в Зачатьевском переулке	Москва	Москва, 2-й Зачатьевский переулок
6231	719	Кронштадтский	Москва	Москва, Кронштадтский бульвар, 49к1
6232	720	Квартал Европа	Московская область	Московская область, Балашиха, микрорайон Салтыковка, жилой комплекс Квартал Европа
6233	721	Красково	Московская область	Московская область, городской округ Люберцы, посёлок городского типа Красково, улица Карла Маркса
6234	722	М-House	Москва	Москва, улица Академика Янгеля, 2
6235	723	Apila	Московская область	Московская область, Одинцовский район, село Успенское, 73к2
6236	724	ЮИТ Парк	Московская область	Московская область, Красногорск, Дачная улица
6237	725	Чугунова 41	Московская область	Московская область, Раменское, улица Чугунова, 41
6238	726	Just M	Москва	Москва, улица Академика Миллионщикова, 20А
6241	727	Жилой дом МПИ	Москва	Москва, Осташковская улица, 15к1
6242	728	Дом в Мытищах на ул. Воровского	Московская область	Московская область, Мытищи, улица Воровского, 5
6246	729	Лукино-Варино	Московская область	Московская область, Щёлковский район, рабочий посёлок Свердловский, микрорайон Лукино-Варино, улица Строителей
6247	730	Серебряные пруды	Московская область	Московская область, Щелково, улица Неделина
6258	731	UP-квартал Сколковский	Московская область	Московская область, Одинцово, улица Чистяковой
6259	732	Микрорайон Город Счастья	Московская область	Московская область, Домодедово, жилой комплекс Город Счастья, Донская улица
6260	733	Архимед-2	Московская область	Московская область, Сергиев Посад, Инженерная улица, 8
6261	734	Пионерский 5	Московская область	Московская область, Бронницы, Пионерский переулок, 5
6262	735	Леснова 3	Московская область	Московская область, Богородский городской округ, Ногинск, улица Леснова, 3к1
6263	736	60-летия Победы 4Б	Московская область	Московская область, Электросталь, бульвар 60-летия Победы
6264	737	Орджоникидзе 26	Московская область	Московская область, Балашиха, улица Орджоникидзе
6265	738	Ялагина 5Б	Московская область	Московская область, Электросталь, улица Ялагина, 5Б
6266	739	Савеловский Сити	Москва	Москва, Северо-Восточный административный округ, Бутырский район, Новодмитровская улица
6267	740	Олимпийская деревня Новогорск. Квартиры	Московская область	Московская область, Химки, микрорайон Новогорск, Заречная улица
6268	741	Олимпийская деревня Новогорск. Курорт	Московская область	Московская область, Химки, микрорайон Новогорск, Ивановская улица
6270	742	Мичурино	Москва	Москва, Большая Очаковская улица, 1
6271	743	Алексеево	Москва	Москва, 3-я Мытищинская улица, 3к1
6272	744	Свердлова 54	Московская область	Московская область, Балашиха, улица Свердлова, 54
6273	745	Майкла Лунна 3А	Московская область	Московская область, Балашиха, улица Майкла Лунна, 3а
6275	746	Трубецкая 102	Московская область	Московская область, Балашиха, Трубецкая улица, 102
6276	747	мкрн. Южный (Ул. Заводская корп. 31)	Московская область	Московская область, Красногорск, Заводская улица, 18к2
6277	748	На ул. Шаталова	Московская область	Московская область, Подольск, улица Шаталова, 2
6279	749	Новогорск Парк	Московская область	Московская область, Химки, микрорайон Новогорск, Ивановская улица
6280	750	На ул. Мельникова	Москва	Москва, улица Мельникова
6281	751	Ломоносовский	Москва	Москва, улица Панферова
6282	752	Флагман	Москва	Москва, Новочерёмушкинская улица, 55к2
6283	753	Рублевское предместье	Московская область	Московская область, городской округ Красногорск, деревня Глухово, улица Рублёвское Предместье
6284	754	Нахабино Центральное	Московская область	Московская область, городской округ Красногорск, рабочий посёлок Нахабино, Институтская улица, 86
6285	755	Молодежный (Подольск)	Московская область	Московская область, Подольск, Кольцевая улица вл3
6286	756	Фортис	Московская область	Московская область, Пушкино, улица 50 лет Комсомола, 28А
6287	757	Берег Скалбы	Московская область	Московская область, Ивантеевка, Хлебозаводская улица 12
6288	758	Дача Шатена	Московская область	Московская область, Ивантеевка, Хлебозаводская улица 28
6290	759	Успенский	Московская область	Московская область, Одинцовский район, посёлок Горки-10
6291	760	ЭКО-Квадрат	Московская область	Московская область, Раменский район, посёлок городского типа Быково, улица Щорса
6292	761	Светолюбово	Московская область	Московская область, Пушкино, микрорайон Заветы Ильича, улица Степана Разина, 2к2
6295	762	Теплый край	Москва	Москва, улица Академика Виноградова, 9
6296	763	Юбилейная 7	Московская область	Московская область, Мытищи, Юбилейная улица, 7
6297	764	LOFT17	Москва	Москва, Духовской переулок, 17
6298	765	Loft Time	Москва	Москва, Часовая улица, 28С21
6300	766	Loft Post	Москва	Москва, улица Фридриха Энгельса, 46
6302	767	Государев дом	Московская область	Московская область, Ленинский район, сельское поселение Булатниковское, деревня Лопатино, Сухановская улица
6303	768	Театральный парк	Московская область	Московская область, Королёв, микрорайон Болшево
6304	769	Лесной городок	Московская область	Московская область, Балашиха, Балашихинское шоссе
6305	770	по ул. Колхозная 10	Московская область	Московская область, Люберцы, Колхозная улица, 10
6306	771	Юбилейная 26	Московская область	Московская область, Люберцы, Юбилейная улица, 26
6307	772	Авиаторов 15	Московская область	Московская область, Люберцы, 115-й квартал, улица Авиаторов, 15
6308	773	Авиатор	Московская область	Московская область, Чехов, улица Гарнаева, 20
6309	774	Квартал 115	Московская область	Московская область, Люберцы, улица Авиаторов, 15
6310	775	Раменское парк	Московская область	Московская область, Раменское, улица Чугунова, 15а
6311	776	Чугунова 32А	Московская область	Московская область, Раменское, улица Чугунова, 32
6312	777	Мкр. 6А	Московская область	Московская область, Реутов, микрорайон 6А
6313	778	Мкр. 10А	Московская область	Московская область, Реутов, улица Октября, вл1
6314	779	Ашхабадская 29	Московская область	Московская область, Реутов, Новая улица, 18
6315	780	Новая 6	Московская область	Московская область, Реутов, Новая улица, 6
6316	781	Мкр. 9 вл. 44а	Московская область	Московская область, Реутов, Юбилейный проспект, 42
6318	782	Мкр. 4	Московская область	Московская область, Реутов, Парковая улица
6320	783	На Овражной	Московская область	Московская область, Химки, микрорайон Сходня, Овражная улица, 4
6322	784	Башня Евразия	Москва	Москва, Пресненская набережная, 10с1
6323	785	Панорама	Москва	Москва, улица Климашкина, 17с2
6324	786	Соколиное гнездо	Москва	Москва, Ленинградский проспект
6325	787	Северный город	Москва	Москва, Дубнинская улица
6326	788	Северные ворота	Москва	Москва, Астрадамский проезд
6327	789	Тимирязевский	Москва	Москва, Дмитровское шоссе, 13А
6328	790	Поселок художников	Москва	Москва, улица Врубеля, 8
6329	791	ONYX Deluxe	Москва	Москва, район Черемушки, Херсонская улица
6331	792	Болтино	Московская область	Московская область, Мытищинский район, д. Болтино, улица Парусная
6332	793	Высокие Жаворонки	Московская область	Московская область, Одинцовский район, д. Малые Вяземы, шоссе Можайское
6333	794	Марусино-2	Московская область	Московская область, городской округ Люберцы, деревня Машково, Заречная улица
6334	795	Шереметьево парк	Московская область	Московская область, Солнечногорский район, деревня Чёрная Грязь, жилой комплекс Шереметьево Парк
6336	796	Хлебниково	Московская область	Московская область, Долгопрудный, микрорайон Шереметьевский, Новое шоссе, 10
6339	797	Новый бульвар	Московская область	Московская область, Долгопрудный, Новый бульвар, 3
6340	798	Рассвет Loft-Studio	Москва	Москва, Столярный переулок, 3к34
6341	799	Studio 8	Москва	Москва, проезд Аэропорта, 8
6343	800	Тарасовская 2	Московская область	Московская область, Королёв, Тарасовская улица, 2
6346	801	Горького, 47	Московская область	Московская область, Королёв, микрорайон Первомайский, улица Горького, 47
6347	802	Некрасовка-Парк	Москва	Москва, улица Ухтомского Ополчения
6348	803	Дом на Новокузьминской	Москва	Москва, 1-я Новокузьминская улица, 11
6349	804	Алексеевский	Москва	Москва, Маломосковская улица, 4
6351	805	Каскад	Москва	Москва, набережная Академика Туполева
